Cumulative cohort fertility rates (horizontal parallelograms
Last modified: 31/05/2022
Code Cohort  Age     CCFR
AUT  1936    12         .
AUT  1936    13         .
AUT  1936    14         .
AUT  1936    15     0.000
AUT  1936    16     0.002
AUT  1936    17     0.011
AUT  1936    18     0.037
AUT  1936    19     0.091
AUT  1936    20     0.184
AUT  1936    21     0.305
AUT  1936    22     0.458
AUT  1936    23     0.627
AUT  1936    24     0.807
AUT  1936    25     0.987
AUT  1936    26     1.173
AUT  1936    27     1.351
AUT  1936    28     1.516
AUT  1936    29     1.663
AUT  1936    30     1.793
AUT  1936    31     1.912
AUT  1936    32     2.016
AUT  1936    33     2.103
AUT  1936    34     2.175
AUT  1936    35     2.233
AUT  1936    36     2.282
AUT  1936    37     2.324
AUT  1936    38     2.357
AUT  1936    39     2.384
AUT  1936    40     2.402
AUT  1936    41     2.415
AUT  1936    42     2.423
AUT  1936    43     2.428
AUT  1936    44     2.432
AUT  1936    45     2.434
AUT  1936    46     2.435
AUT  1936    47     2.436
AUT  1936    48     2.436
AUT  1936    49     2.436
AUT  1936    50     2.436
AUT  1936    51     2.436
AUT  1936    52     2.436
AUT  1936    53     2.436
AUT  1936    54     2.436
AUT  1936    55     2.436
AUT  1937    12         .
AUT  1937    13         .
AUT  1937    14     0.000
AUT  1937    15     0.000
AUT  1937    16     0.002
AUT  1937    17     0.011
AUT  1937    18     0.039
AUT  1937    19     0.099
AUT  1937    20     0.192
AUT  1937    21     0.320
AUT  1937    22     0.471
AUT  1937    23     0.641
AUT  1937    24     0.822
AUT  1937    25     1.010
AUT  1937    26     1.196
AUT  1937    27     1.374
AUT  1937    28     1.535
AUT  1937    29     1.681
AUT  1937    30     1.810
AUT  1937    31     1.923
AUT  1937    32     2.021
AUT  1937    33     2.102
AUT  1937    34     2.171
AUT  1937    35     2.228
AUT  1937    36     2.275
AUT  1937    37     2.311
AUT  1937    38     2.342
AUT  1937    39     2.364
AUT  1937    40     2.379
AUT  1937    41     2.391
AUT  1937    42     2.399
AUT  1937    43     2.403
AUT  1937    44     2.406
AUT  1937    45     2.408
AUT  1937    46     2.409
AUT  1937    47     2.409
AUT  1937    48     2.410
AUT  1937    49     2.410
AUT  1937    50     2.410
AUT  1937    51     2.410
AUT  1937    52     2.410
AUT  1937    53     2.410
AUT  1937    54     2.410
AUT  1937    55     2.410
AUT  1938    12         .
AUT  1938    13     0.000
AUT  1938    14     0.000
AUT  1938    15     0.000
AUT  1938    16     0.003
AUT  1938    17     0.013
AUT  1938    18     0.041
AUT  1938    19     0.103
AUT  1938    20     0.204
AUT  1938    21     0.335
AUT  1938    22     0.489
AUT  1938    23     0.662
AUT  1938    24     0.848
AUT  1938    25     1.034
AUT  1938    26     1.214
AUT  1938    27     1.383
AUT  1938    28     1.533
AUT  1938    29     1.671
AUT  1938    30     1.794
AUT  1938    31     1.900
AUT  1938    32     1.989
AUT  1938    33     2.062
AUT  1938    34     2.125
AUT  1938    35     2.177
AUT  1938    36     2.218
AUT  1938    37     2.254
AUT  1938    38     2.279
AUT  1938    39     2.298
AUT  1938    40     2.313
AUT  1938    41     2.322
AUT  1938    42     2.329
AUT  1938    43     2.333
AUT  1938    44     2.336
AUT  1938    45     2.338
AUT  1938    46     2.338
AUT  1938    47     2.339
AUT  1938    48     2.339
AUT  1938    49     2.339
AUT  1938    50     2.339
AUT  1938    51     2.339
AUT  1938    52     2.339
AUT  1938    53     2.339
AUT  1938    54     2.339
AUT  1938    55     2.339
AUT  1939    12     0.000
AUT  1939    13     0.000
AUT  1939    14     0.000
AUT  1939    15     0.000
AUT  1939    16     0.002
AUT  1939    17     0.013
AUT  1939    18     0.044
AUT  1939    19     0.105
AUT  1939    20     0.205
AUT  1939    21     0.339
AUT  1939    22     0.492
AUT  1939    23     0.664
AUT  1939    24     0.842
AUT  1939    25     1.018
AUT  1939    26     1.190
AUT  1939    27     1.345
AUT  1939    28     1.486
AUT  1939    29     1.615
AUT  1939    30     1.730
AUT  1939    31     1.826
AUT  1939    32     1.904
AUT  1939    33     1.970
AUT  1939    34     2.023
AUT  1939    35     2.067
AUT  1939    36     2.103
AUT  1939    37     2.130
AUT  1939    38     2.151
AUT  1939    39     2.167
AUT  1939    40     2.179
AUT  1939    41     2.187
AUT  1939    42     2.193
AUT  1939    43     2.197
AUT  1939    44     2.200
AUT  1939    45     2.201
AUT  1939    46     2.202
AUT  1939    47     2.202
AUT  1939    48     2.202
AUT  1939    49     2.202
AUT  1939    50     2.202
AUT  1939    51     2.202
AUT  1939    52     2.202
AUT  1939    53     2.202
AUT  1939    54     2.202
AUT  1939    55     2.202
AUT  1940    12     0.000
AUT  1940    13     0.000
AUT  1940    14     0.000
AUT  1940    15     0.000
AUT  1940    16     0.002
AUT  1940    17     0.012
AUT  1940    18     0.044
AUT  1940    19     0.108
AUT  1940    20     0.209
AUT  1940    21     0.340
AUT  1940    22     0.497
AUT  1940    23     0.668
AUT  1940    24     0.843
AUT  1940    25     1.016
AUT  1940    26     1.178
AUT  1940    27     1.329
AUT  1940    28     1.469
AUT  1940    29     1.593
AUT  1940    30     1.694
AUT  1940    31     1.783
AUT  1940    32     1.854
AUT  1940    33     1.916
AUT  1940    34     1.965
AUT  1940    35     2.006
AUT  1940    36     2.039
AUT  1940    37     2.065
AUT  1940    38     2.084
AUT  1940    39     2.100
AUT  1940    40     2.111
AUT  1940    41     2.119
AUT  1940    42     2.125
AUT  1940    43     2.129
AUT  1940    44     2.131
AUT  1940    45     2.132
AUT  1940    46     2.132
AUT  1940    47     2.132
AUT  1940    48     2.132
AUT  1940    49     2.132
AUT  1940    50     2.132
AUT  1940    51     2.132
AUT  1940    52     2.132
AUT  1940    53     2.132
AUT  1940    54     2.132
AUT  1940    55     2.132
AUT  1941    12     0.000
AUT  1941    13     0.000
AUT  1941    14     0.000
AUT  1941    15     0.000
AUT  1941    16     0.003
AUT  1941    17     0.014
AUT  1941    18     0.046
AUT  1941    19     0.113
AUT  1941    20     0.217
AUT  1941    21     0.353
AUT  1941    22     0.510
AUT  1941    23     0.678
AUT  1941    24     0.847
AUT  1941    25     1.012
AUT  1941    26     1.169
AUT  1941    27     1.318
AUT  1941    28     1.451
AUT  1941    29     1.564
AUT  1941    30     1.660
AUT  1941    31     1.742
AUT  1941    32     1.808
AUT  1941    33     1.863
AUT  1941    34     1.909
AUT  1941    35     1.946
AUT  1941    36     1.975
AUT  1941    37     1.998
AUT  1941    38     2.016
AUT  1941    39     2.032
AUT  1941    40     2.043
AUT  1941    41     2.052
AUT  1941    42     2.057
AUT  1941    43     2.060
AUT  1941    44     2.063
AUT  1941    45     2.064
AUT  1941    46     2.064
AUT  1941    47     2.065
AUT  1941    48     2.065
AUT  1941    49     2.065
AUT  1941    50     2.065
AUT  1941    51     2.065
AUT  1941    52     2.065
AUT  1941    53     2.065
AUT  1941    54     2.065
AUT  1941    55     2.065
AUT  1942    12     0.000
AUT  1942    13     0.000
AUT  1942    14     0.000
AUT  1942    15     0.000
AUT  1942    16     0.003
AUT  1942    17     0.015
AUT  1942    18     0.051
AUT  1942    19     0.121
AUT  1942    20     0.228
AUT  1942    21     0.368
AUT  1942    22     0.523
AUT  1942    23     0.690
AUT  1942    24     0.858
AUT  1942    25     1.021
AUT  1942    26     1.176
AUT  1942    27     1.319
AUT  1942    28     1.441
AUT  1942    29     1.548
AUT  1942    30     1.640
AUT  1942    31     1.716
AUT  1942    32     1.780
AUT  1942    33     1.834
AUT  1942    34     1.878
AUT  1942    35     1.912
AUT  1942    36     1.942
AUT  1942    37     1.966
AUT  1942    38     1.986
AUT  1942    39     2.002
AUT  1942    40     2.014
AUT  1942    41     2.023
AUT  1942    42     2.029
AUT  1942    43     2.033
AUT  1942    44     2.034
AUT  1942    45     2.036
AUT  1942    46     2.036
AUT  1942    47     2.036
AUT  1942    48     2.037
AUT  1942    49     2.037
AUT  1942    50     2.037
AUT  1942    51     2.037
AUT  1942    52     2.037
AUT  1942    53     2.037
AUT  1942    54     2.037
AUT  1942    55     2.037
AUT  1943    12     0.000
AUT  1943    13     0.000
AUT  1943    14     0.000
AUT  1943    15     0.000
AUT  1943    16     0.003
AUT  1943    17     0.017
AUT  1943    18     0.056
AUT  1943    19     0.131
AUT  1943    20     0.248
AUT  1943    21     0.390
AUT  1943    22     0.546
AUT  1943    23     0.710
AUT  1943    24     0.878
AUT  1943    25     1.040
AUT  1943    26     1.189
AUT  1943    27     1.322
AUT  1943    28     1.435
AUT  1943    29     1.535
AUT  1943    30     1.616
AUT  1943    31     1.686
AUT  1943    32     1.747
AUT  1943    33     1.796
AUT  1943    34     1.836
AUT  1943    35     1.870
AUT  1943    36     1.899
AUT  1943    37     1.920
AUT  1943    38     1.939
AUT  1943    39     1.954
AUT  1943    40     1.964
AUT  1943    41     1.972
AUT  1943    42     1.976
AUT  1943    43     1.979
AUT  1943    44     1.981
AUT  1943    45     1.982
AUT  1943    46     1.983
AUT  1943    47     1.983
AUT  1943    48     1.983
AUT  1943    49     1.983
AUT  1943    50     1.983
AUT  1943    51     1.983
AUT  1943    52     1.983
AUT  1943    53     1.983
AUT  1943    54     1.983
AUT  1943    55     1.983
AUT  1944    12     0.000
AUT  1944    13     0.000
AUT  1944    14     0.000
AUT  1944    15     0.001
AUT  1944    16     0.004
AUT  1944    17     0.019
AUT  1944    18     0.063
AUT  1944    19     0.149
AUT  1944    20     0.269
AUT  1944    21     0.414
AUT  1944    22     0.572
AUT  1944    23     0.739
AUT  1944    24     0.907
AUT  1944    25     1.066
AUT  1944    26     1.201
AUT  1944    27     1.322
AUT  1944    28     1.430
AUT  1944    29     1.522
AUT  1944    30     1.598
AUT  1944    31     1.667
AUT  1944    32     1.724
AUT  1944    33     1.769
AUT  1944    34     1.808
AUT  1944    35     1.842
AUT  1944    36     1.869
AUT  1944    37     1.892
AUT  1944    38     1.911
AUT  1944    39     1.925
AUT  1944    40     1.935
AUT  1944    41     1.942
AUT  1944    42     1.947
AUT  1944    43     1.950
AUT  1944    44     1.951
AUT  1944    45     1.952
AUT  1944    46     1.953
AUT  1944    47     1.953
AUT  1944    48     1.953
AUT  1944    49     1.953
AUT  1944    50     1.953
AUT  1944    51     1.953
AUT  1944    52     1.953
AUT  1944    53     1.953
AUT  1944    54     1.953
AUT  1944    55     1.953
AUT  1945    12     0.000
AUT  1945    13     0.000
AUT  1945    14     0.000
AUT  1945    15     0.001
AUT  1945    16     0.005
AUT  1945    17     0.023
AUT  1945    18     0.071
AUT  1945    19     0.164
AUT  1945    20     0.292
AUT  1945    21     0.441
AUT  1945    22     0.604
AUT  1945    23     0.771
AUT  1945    24     0.934
AUT  1945    25     1.076
AUT  1945    26     1.207
AUT  1945    27     1.321
AUT  1945    28     1.422
AUT  1945    29     1.507
AUT  1945    30     1.584
AUT  1945    31     1.649
AUT  1945    32     1.703
AUT  1945    33     1.749
AUT  1945    34     1.788
AUT  1945    35     1.821
AUT  1945    36     1.849
AUT  1945    37     1.874
AUT  1945    38     1.893
AUT  1945    39     1.907
AUT  1945    40     1.917
AUT  1945    41     1.925
AUT  1945    42     1.930
AUT  1945    43     1.933
AUT  1945    44     1.936
AUT  1945    45     1.937
AUT  1945    46     1.937
AUT  1945    47     1.937
AUT  1945    48     1.937
AUT  1945    49     1.938
AUT  1945    50     1.938
AUT  1945    51     1.938
AUT  1945    52     1.938
AUT  1945    53     1.938
AUT  1945    54     1.938
AUT  1945    55     1.938
AUT  1946    12     0.000
AUT  1946    13     0.000
AUT  1946    14     0.000
AUT  1946    15     0.001
AUT  1946    16     0.005
AUT  1946    17     0.024
AUT  1946    18     0.076
AUT  1946    19     0.172
AUT  1946    20     0.309
AUT  1946    21     0.473
AUT  1946    22     0.650
AUT  1946    23     0.828
AUT  1946    24     0.989
AUT  1946    25     1.130
AUT  1946    26     1.258
AUT  1946    27     1.370
AUT  1946    28     1.467
AUT  1946    29     1.556
AUT  1946    30     1.633
AUT  1946    31     1.696
AUT  1946    32     1.751
AUT  1946    33     1.796
AUT  1946    34     1.837
AUT  1946    35     1.872
AUT  1946    36     1.903
AUT  1946    37     1.926
AUT  1946    38     1.945
AUT  1946    39     1.958
AUT  1946    40     1.967
AUT  1946    41     1.974
AUT  1946    42     1.979
AUT  1946    43     1.983
AUT  1946    44     1.985
AUT  1946    45     1.985
AUT  1946    46     1.986
AUT  1946    47     1.986
AUT  1946    48     1.986
AUT  1946    49     1.986
AUT  1946    50     1.986
AUT  1946    51     1.986
AUT  1946    52     1.986
AUT  1946    53     1.986
AUT  1946    54     1.986
AUT  1946    55     1.986
AUT  1947    12     0.000
AUT  1947    13     0.000
AUT  1947    14     0.000
AUT  1947    15     0.001
AUT  1947    16     0.004
AUT  1947    17     0.023
AUT  1947    18     0.072
AUT  1947    19     0.167
AUT  1947    20     0.301
AUT  1947    21     0.469
AUT  1947    22     0.646
AUT  1947    23     0.813
AUT  1947    24     0.962
AUT  1947    25     1.099
AUT  1947    26     1.220
AUT  1947    27     1.327
AUT  1947    28     1.424
AUT  1947    29     1.511
AUT  1947    30     1.583
AUT  1947    31     1.645
AUT  1947    32     1.699
AUT  1947    33     1.747
AUT  1947    34     1.787
AUT  1947    35     1.822
AUT  1947    36     1.851
AUT  1947    37     1.873
AUT  1947    38     1.891
AUT  1947    39     1.904
AUT  1947    40     1.913
AUT  1947    41     1.921
AUT  1947    42     1.925
AUT  1947    43     1.928
AUT  1947    44     1.929
AUT  1947    45     1.931
AUT  1947    46     1.931
AUT  1947    47     1.931
AUT  1947    48     1.931
AUT  1947    49     1.931
AUT  1947    50     1.931
AUT  1947    51     1.931
AUT  1947    52     1.931
AUT  1947    53     1.931
AUT  1947    54     1.931
AUT  1947    55     1.931
AUT  1948    12     0.000
AUT  1948    13     0.000
AUT  1948    14     0.000
AUT  1948    15     0.001
AUT  1948    16     0.005
AUT  1948    17     0.023
AUT  1948    18     0.075
AUT  1948    19     0.170
AUT  1948    20     0.310
AUT  1948    21     0.478
AUT  1948    22     0.641
AUT  1948    23     0.800
AUT  1948    24     0.947
AUT  1948    25     1.076
AUT  1948    26     1.191
AUT  1948    27     1.302
AUT  1948    28     1.399
AUT  1948    29     1.484
AUT  1948    30     1.558
AUT  1948    31     1.622
AUT  1948    32     1.679
AUT  1948    33     1.730
AUT  1948    34     1.773
AUT  1948    35     1.808
AUT  1948    36     1.835
AUT  1948    37     1.857
AUT  1948    38     1.874
AUT  1948    39     1.888
AUT  1948    40     1.898
AUT  1948    41     1.905
AUT  1948    42     1.910
AUT  1948    43     1.913
AUT  1948    44     1.915
AUT  1948    45     1.915
AUT  1948    46     1.916
AUT  1948    47     1.916
AUT  1948    48     1.916
AUT  1948    49     1.916
AUT  1948    50     1.916
AUT  1948    51     1.916
AUT  1948    52     1.916
AUT  1948    53     1.916
AUT  1948    54     1.916
AUT  1948    55     1.916
AUT  1949    12     0.000
AUT  1949    13     0.000
AUT  1949    14     0.000
AUT  1949    15     0.001
AUT  1949    16     0.004
AUT  1949    17     0.022
AUT  1949    18     0.071
AUT  1949    19     0.169
AUT  1949    20     0.308
AUT  1949    21     0.467
AUT  1949    22     0.630
AUT  1949    23     0.782
AUT  1949    24     0.922
AUT  1949    25     1.049
AUT  1949    26     1.171
AUT  1949    27     1.280
AUT  1949    28     1.376
AUT  1949    29     1.461
AUT  1949    30     1.538
AUT  1949    31     1.606
AUT  1949    32     1.666
AUT  1949    33     1.719
AUT  1949    34     1.760
AUT  1949    35     1.796
AUT  1949    36     1.825
AUT  1949    37     1.848
AUT  1949    38     1.865
AUT  1949    39     1.878
AUT  1949    40     1.888
AUT  1949    41     1.896
AUT  1949    42     1.901
AUT  1949    43     1.904
AUT  1949    44     1.906
AUT  1949    45     1.907
AUT  1949    46     1.908
AUT  1949    47     1.908
AUT  1949    48     1.908
AUT  1949    49     1.908
AUT  1949    50     1.908
AUT  1949    51     1.908
AUT  1949    52     1.908
AUT  1949    53     1.908
AUT  1949    54     1.908
AUT  1949    55     1.908
AUT  1950    12     0.000
AUT  1950    13     0.000
AUT  1950    14     0.000
AUT  1950    15     0.001
AUT  1950    16     0.004
AUT  1950    17     0.020
AUT  1950    18     0.072
AUT  1950    19     0.170
AUT  1950    20     0.304
AUT  1950    21     0.452
AUT  1950    22     0.602
AUT  1950    23     0.741
AUT  1950    24     0.874
AUT  1950    25     1.002
AUT  1950    26     1.119
AUT  1950    27     1.226
AUT  1950    28     1.321
AUT  1950    29     1.409
AUT  1950    30     1.487
AUT  1950    31     1.559
AUT  1950    32     1.622
AUT  1950    33     1.673
AUT  1950    34     1.715
AUT  1950    35     1.749
AUT  1950    36     1.777
AUT  1950    37     1.799
AUT  1950    38     1.818
AUT  1950    39     1.832
AUT  1950    40     1.843
AUT  1950    41     1.851
AUT  1950    42     1.856
AUT  1950    43     1.859
AUT  1950    44     1.861
AUT  1950    45     1.862
AUT  1950    46     1.863
AUT  1950    47     1.863
AUT  1950    48     1.863
AUT  1950    49     1.863
AUT  1950    50     1.863
AUT  1950    51     1.863
AUT  1950    52     1.863
AUT  1950    53     1.863
AUT  1950    54     1.863
AUT  1950    55     1.863
AUT  1951    12     0.000
AUT  1951    13     0.000
AUT  1951    14     0.000
AUT  1951    15     0.001
AUT  1951    16     0.004
AUT  1951    17     0.021
AUT  1951    18     0.074
AUT  1951    19     0.171
AUT  1951    20     0.301
AUT  1951    21     0.442
AUT  1951    22     0.582
AUT  1951    23     0.716
AUT  1951    24     0.850
AUT  1951    25     0.976
AUT  1951    26     1.090
AUT  1951    27     1.196
AUT  1951    28     1.294
AUT  1951    29     1.384
AUT  1951    30     1.465
AUT  1951    31     1.538
AUT  1951    32     1.598
AUT  1951    33     1.647
AUT  1951    34     1.687
AUT  1951    35     1.722
AUT  1951    36     1.750
AUT  1951    37     1.774
AUT  1951    38     1.791
AUT  1951    39     1.806
AUT  1951    40     1.816
AUT  1951    41     1.823
AUT  1951    42     1.828
AUT  1951    43     1.831
AUT  1951    44     1.833
AUT  1951    45     1.834
AUT  1951    46     1.835
AUT  1951    47     1.835
AUT  1951    48     1.835
AUT  1951    49     1.835
AUT  1951    50     1.835
AUT  1951    51     1.835
AUT  1951    52     1.835
AUT  1951    53     1.835
AUT  1951    54     1.835
AUT  1951    55     1.835
AUT  1952    12     0.000
AUT  1952    13     0.000
AUT  1952    14     0.000
AUT  1952    15     0.000
AUT  1952    16     0.003
AUT  1952    17     0.017
AUT  1952    18     0.065
AUT  1952    19     0.155
AUT  1952    20     0.276
AUT  1952    21     0.411
AUT  1952    22     0.547
AUT  1952    23     0.684
AUT  1952    24     0.812
AUT  1952    25     0.934
AUT  1952    26     1.049
AUT  1952    27     1.157
AUT  1952    28     1.257
AUT  1952    29     1.351
AUT  1952    30     1.434
AUT  1952    31     1.507
AUT  1952    32     1.566
AUT  1952    33     1.616
AUT  1952    34     1.658
AUT  1952    35     1.693
AUT  1952    36     1.722
AUT  1952    37     1.746
AUT  1952    38     1.765
AUT  1952    39     1.779
AUT  1952    40     1.791
AUT  1952    41     1.799
AUT  1952    42     1.805
AUT  1952    43     1.808
AUT  1952    44     1.810
AUT  1952    45     1.811
AUT  1952    46     1.812
AUT  1952    47     1.812
AUT  1952    48     1.812
AUT  1952    49     1.812
AUT  1952    50     1.812
AUT  1952    51     1.812
AUT  1952    52     1.812
AUT  1952    53     1.812
AUT  1952    54     1.812
AUT  1952    55     1.812
AUT  1953    12     0.000
AUT  1953    13     0.000
AUT  1953    14     0.000
AUT  1953    15     0.000
AUT  1953    16     0.003
AUT  1953    17     0.019
AUT  1953    18     0.070
AUT  1953    19     0.160
AUT  1953    20     0.279
AUT  1953    21     0.407
AUT  1953    22     0.544
AUT  1953    23     0.675
AUT  1953    24     0.799
AUT  1953    25     0.921
AUT  1953    26     1.040
AUT  1953    27     1.152
AUT  1953    28     1.255
AUT  1953    29     1.350
AUT  1953    30     1.433
AUT  1953    31     1.503
AUT  1953    32     1.564
AUT  1953    33     1.616
AUT  1953    34     1.657
AUT  1953    35     1.693
AUT  1953    36     1.724
AUT  1953    37     1.749
AUT  1953    38     1.768
AUT  1953    39     1.785
AUT  1953    40     1.796
AUT  1953    41     1.804
AUT  1953    42     1.809
AUT  1953    43     1.813
AUT  1953    44     1.815
AUT  1953    45     1.816
AUT  1953    46     1.816
AUT  1953    47     1.816
AUT  1953    48     1.816
AUT  1953    49     1.816
AUT  1953    50     1.817
AUT  1953    51     1.817
AUT  1953    52     1.817
AUT  1953    53     1.817
AUT  1953    54     1.817
AUT  1953    55     1.817
AUT  1954    12     0.000
AUT  1954    13     0.000
AUT  1954    14     0.000
AUT  1954    15     0.001
AUT  1954    16     0.004
AUT  1954    17     0.020
AUT  1954    18     0.070
AUT  1954    19     0.157
AUT  1954    20     0.269
AUT  1954    21     0.397
AUT  1954    22     0.524
AUT  1954    23     0.647
AUT  1954    24     0.771
AUT  1954    25     0.891
AUT  1954    26     1.010
AUT  1954    27     1.124
AUT  1954    28     1.229
AUT  1954    29     1.322
AUT  1954    30     1.403
AUT  1954    31     1.472
AUT  1954    32     1.530
AUT  1954    33     1.579
AUT  1954    34     1.621
AUT  1954    35     1.658
AUT  1954    36     1.689
AUT  1954    37     1.716
AUT  1954    38     1.737
AUT  1954    39     1.752
AUT  1954    40     1.763
AUT  1954    41     1.771
AUT  1954    42     1.776
AUT  1954    43     1.780
AUT  1954    44     1.782
AUT  1954    45     1.783
AUT  1954    46     1.784
AUT  1954    47     1.784
AUT  1954    48     1.784
AUT  1954    49     1.784
AUT  1954    50     1.784
AUT  1954    51     1.784
AUT  1954    52     1.784
AUT  1954    53     1.784
AUT  1954    54     1.784
AUT  1954    55     1.784
AUT  1955    12     0.000
AUT  1955    13     0.000
AUT  1955    14     0.000
AUT  1955    15     0.001
AUT  1955    16     0.004
AUT  1955    17     0.022
AUT  1955    18     0.073
AUT  1955    19     0.157
AUT  1955    20     0.265
AUT  1955    21     0.378
AUT  1955    22     0.496
AUT  1955    23     0.617
AUT  1955    24     0.740
AUT  1955    25     0.863
AUT  1955    26     0.985
AUT  1955    27     1.098
AUT  1955    28     1.201
AUT  1955    29     1.293
AUT  1955    30     1.374
AUT  1955    31     1.444
AUT  1955    32     1.503
AUT  1955    33     1.555
AUT  1955    34     1.600
AUT  1955    35     1.638
AUT  1955    36     1.670
AUT  1955    37     1.697
AUT  1955    38     1.718
AUT  1955    39     1.735
AUT  1955    40     1.746
AUT  1955    41     1.754
AUT  1955    42     1.760
AUT  1955    43     1.764
AUT  1955    44     1.766
AUT  1955    45     1.767
AUT  1955    46     1.767
AUT  1955    47     1.768
AUT  1955    48     1.768
AUT  1955    49     1.768
AUT  1955    50     1.768
AUT  1955    51     1.768
AUT  1955    52     1.768
AUT  1955    53     1.768
AUT  1955    54     1.768
AUT  1955    55     1.768
AUT  1956    12     0.000
AUT  1956    13     0.000
AUT  1956    14     0.000
AUT  1956    15     0.001
AUT  1956    16     0.004
AUT  1956    17     0.025
AUT  1956    18     0.075
AUT  1956    19     0.155
AUT  1956    20     0.253
AUT  1956    21     0.359
AUT  1956    22     0.474
AUT  1956    23     0.591
AUT  1956    24     0.714
AUT  1956    25     0.842
AUT  1956    26     0.962
AUT  1956    27     1.075
AUT  1956    28     1.176
AUT  1956    29     1.267
AUT  1956    30     1.345
AUT  1956    31     1.415
AUT  1956    32     1.476
AUT  1956    33     1.529
AUT  1956    34     1.575
AUT  1956    35     1.614
AUT  1956    36     1.647
AUT  1956    37     1.674
AUT  1956    38     1.695
AUT  1956    39     1.711
AUT  1956    40     1.724
AUT  1956    41     1.733
AUT  1956    42     1.738
AUT  1956    43     1.742
AUT  1956    44     1.744
AUT  1956    45     1.745
AUT  1956    46     1.746
AUT  1956    47     1.746
AUT  1956    48     1.746
AUT  1956    49     1.746
AUT  1956    50     1.746
AUT  1956    51     1.746
AUT  1956    52     1.746
AUT  1956    53     1.746
AUT  1956    54     1.746
AUT  1956    55     1.746
AUT  1957    12     0.000
AUT  1957    13     0.000
AUT  1957    14     0.000
AUT  1957    15     0.001
AUT  1957    16     0.005
AUT  1957    17     0.025
AUT  1957    18     0.070
AUT  1957    19     0.138
AUT  1957    20     0.228
AUT  1957    21     0.329
AUT  1957    22     0.441
AUT  1957    23     0.559
AUT  1957    24     0.686
AUT  1957    25     0.814
AUT  1957    26     0.933
AUT  1957    27     1.042
AUT  1957    28     1.142
AUT  1957    29     1.233
AUT  1957    30     1.312
AUT  1957    31     1.384
AUT  1957    32     1.447
AUT  1957    33     1.503
AUT  1957    34     1.553
AUT  1957    35     1.595
AUT  1957    36     1.630
AUT  1957    37     1.658
AUT  1957    38     1.679
AUT  1957    39     1.695
AUT  1957    40     1.707
AUT  1957    41     1.716
AUT  1957    42     1.722
AUT  1957    43     1.726
AUT  1957    44     1.728
AUT  1957    45     1.729
AUT  1957    46     1.730
AUT  1957    47     1.730
AUT  1957    48     1.730
AUT  1957    49     1.730
AUT  1957    50     1.730
AUT  1957    51     1.730
AUT  1957    52     1.730
AUT  1957    53     1.730
AUT  1957    54     1.730
AUT  1957    55     1.730
AUT  1958    12     0.000
AUT  1958    13     0.000
AUT  1958    14     0.000
AUT  1958    15     0.001
AUT  1958    16     0.005
AUT  1958    17     0.022
AUT  1958    18     0.061
AUT  1958    19     0.121
AUT  1958    20     0.203
AUT  1958    21     0.303
AUT  1958    22     0.416
AUT  1958    23     0.538
AUT  1958    24     0.666
AUT  1958    25     0.788
AUT  1958    26     0.904
AUT  1958    27     1.010
AUT  1958    28     1.109
AUT  1958    29     1.199
AUT  1958    30     1.281
AUT  1958    31     1.356
AUT  1958    32     1.420
AUT  1958    33     1.479
AUT  1958    34     1.531
AUT  1958    35     1.573
AUT  1958    36     1.609
AUT  1958    37     1.638
AUT  1958    38     1.659
AUT  1958    39     1.676
AUT  1958    40     1.688
AUT  1958    41     1.698
AUT  1958    42     1.704
AUT  1958    43     1.707
AUT  1958    44     1.710
AUT  1958    45     1.712
AUT  1958    46     1.712
AUT  1958    47     1.713
AUT  1958    48     1.713
AUT  1958    49     1.713
AUT  1958    50     1.713
AUT  1958    51     1.713
AUT  1958    52     1.713
AUT  1958    53     1.713
AUT  1958    54     1.713
AUT  1958    55     1.713
AUT  1959    12     0.000
AUT  1959    13     0.000
AUT  1959    14     0.000
AUT  1959    15     0.001
AUT  1959    16     0.005
AUT  1959    17     0.019
AUT  1959    18     0.054
AUT  1959    19     0.110
AUT  1959    20     0.192
AUT  1959    21     0.290
AUT  1959    22     0.407
AUT  1959    23     0.530
AUT  1959    24     0.654
AUT  1959    25     0.772
AUT  1959    26     0.888
AUT  1959    27     0.996
AUT  1959    28     1.096
AUT  1959    29     1.187
AUT  1959    30     1.273
AUT  1959    31     1.350
AUT  1959    32     1.419
AUT  1959    33     1.478
AUT  1959    34     1.529
AUT  1959    35     1.571
AUT  1959    36     1.605
AUT  1959    37     1.634
AUT  1959    38     1.657
AUT  1959    39     1.674
AUT  1959    40     1.687
AUT  1959    41     1.698
AUT  1959    42     1.704
AUT  1959    43     1.708
AUT  1959    44     1.710
AUT  1959    45     1.712
AUT  1959    46     1.713
AUT  1959    47     1.713
AUT  1959    48     1.713
AUT  1959    49     1.713
AUT  1959    50     1.713
AUT  1959    51     1.713
AUT  1959    52     1.713
AUT  1959    53     1.714
AUT  1959    54     1.714
AUT  1959    55     1.714
AUT  1960    12     0.000
AUT  1960    13     0.000
AUT  1960    14     0.000
AUT  1960    15     0.001
AUT  1960    16     0.004
AUT  1960    17     0.016
AUT  1960    18     0.047
AUT  1960    19     0.101
AUT  1960    20     0.180
AUT  1960    21     0.284
AUT  1960    22     0.400
AUT  1960    23     0.520
AUT  1960    24     0.636
AUT  1960    25     0.753
AUT  1960    26     0.864
AUT  1960    27     0.968
AUT  1960    28     1.073
